hours_studied,lms_activity_hours,attendance_percent,previous_scores,exam_score,risk_category,risk_level
4.5,16.6,62.8,69,47,В зоне риска,0
8.3,12.3,61.6,93,19,В зоне риска,0
5.7,17.4,51.1,62,58,Требует внимания,1
1.0,19.2,50.4,71,15,В зоне риска,0
2.5,20.8,65.3,76,43,В зоне риска,0
10.7,28.6,55.9,95,51,Требует внимания,1
3.7,29.1,64.8,95,55,Требует внимания,1
7.7,26.0,50.3,69,77,Успешный студент,2
1.0,28.4,50.3,66,72,Требует внимания,1
1.0,19.0,58.0,78,75,Успешный студент,2
5.5,23.7,78.2,65,68,Требует внимания,1
3.9,14.0,99.5,72,88,Успешный студент,2
1.0,12.4,64.1,49,43,В зоне риска,0
5.3,12.3,54.3,79,28,В зоне риска,0
6.7,15.0,70.7,93,63,Требует внимания,1
1.0,12.3,69.4,56,26,В зоне риска,0
1.2,16.8,56.6,93,34,В зоне риска,0
10.0,22.4,90.0,70,55,Требует внимания,1
2.8,15.3,69.8,77,62,Требует внимания,1
2.0,22.2,72.1,68,57,Требует внимания,1
3.0,10.5,69.0,59,26,В зоне риска,0
1.0,24.9,83.6,95,45,В зоне риска,0
4.2,23.1,64.6,56,79,Успешный студент,2
5.2,16.8,96.2,56,82,Успешный студент,2
10.3,13.9,71.3,64,53,Требует внимания,1
8.7,14.3,73.3,58,68,Требует внимания,1
12.0,13.9,79.2,95,56,Требует внимания,1
2.9,30.9,90.2,60,40,В зоне риска,0
7.5,18.4,76.8,74,62,Требует внимания,1
3.6,27.0,67.5,74,61,Требует внимания,1
1.0,30.9,88.8,50,83,Успешный студент,2
5.6,18.7,99.3,66,50,Требует внимания,1
5.8,27.7,55.2,88,39,В зоне риска,0
1.0,26.3,67.4,95,40,В зоне риска,0
7.7,26.1,67.6,58,65,Требует внимания,1
6.4,22.1,69.6,85,64,Требует внимания,1
9.5,23.9,64.9,82,48,В зоне риска,0
1.0,26.7,53.8,58,91,Успешный студент,2
3.7,11.0,78.1,76,58,Требует внимания,1
10.6,30.2,98.9,88,75,Успешный студент,2
4.2,20.7,68.7,88,51,Требует внимания,1
1.7,20.7,86.4,67,78,Успешный студент,2
9.9,28.1,75.9,91,62,Требует внимания,1
2.9,9.8,79.2,93,56,Требует внимания,1
9.3,23.6,80.3,77,47,В зоне риска,0
4.6,16.8,62.5,84,30,В зоне риска,0
8.5,21.6,55.7,74,49,В зоне риска,0
8.2,10.4,72.9,79,63,Требует внимания,1
6.4,12.8,64.7,83,65,Требует внимания,1
7.9,19.8,72.4,75,84,Успешный студент,2
3.0,27.5,86.4,48,12,В зоне риска,0
5.7,17.4,85.5,95,73,Требует внимания,1
8.1,10.5,66.3,67,62,Требует внимания,1
3.8,16.9,70.2,64,63,Требует внимания,1
4.7,20.0,52.4,66,52,Требует внимания,1
10.1,12.2,82.1,60,68,Требует внимания,1
2.9,29.1,51.0,82,47,В зоне риска,0
1.0,18.5,70.4,93,78,Успешный студент,2
2.1,23.2,78.7,45,69,Требует внимания,1
1.6,16.8,55.0,93,56,Требует внимания,1
6.0,27.8,85.4,95,67,Требует внимания,1
1.0,25.3,83.3,60,50,Требует внимания,1
11.0,16.5,53.8,73,41,В зоне риска,0
1.1,23.8,77.8,67,20,В зоне риска,0
2.6,11.4,61.8,50,42,В зоне риска,0
6.7,18.1,83.4,64,75,Успешный студент,2
10.3,18.4,58.1,95,50,Требует внимания,1
11.2,29.7,68.2,51,53,Требует внимания,1
8.4,23.3,50.3,55,85,Успешный студент,2
3.4,27.9,62.4,59,57,Требует внимания,1
2.2,16.1,56.8,62,72,Требует внимания,1
3.2,19.6,81.6,62,53,Требует внимания,1
2.0,28.3,91.0,82,64,Требует внимания,1
3.1,22.0,98.3,77,64,Требует внимания,1
1.4,19.5,98.0,64,53,Требует внимания,1
3.7,21.3,68.0,51,48,В зоне риска,0
9.5,26.4,75.3,95,40,В зоне риска,0
10.3,16.0,80.8,62,54,Требует внимания,1
8.5,23.2,61.8,93,65,Требует внимания,1
3.7,5.1,50.3,72,45,В зоне риска,0
3.7,2.1,78.5,62,72,Требует внимания,1
2.3,25.8,67.9,93,94,Успешный студент,2
1.9,31.3,80.5,73,41,В зоне риска,0
8.9,30.1,50.3,89,59,Требует внимания,1
8.8,11.7,50.5,68,60,Требует внимания,1
1.9,8.7,54.0,52,56,Требует внимания,1
7.8,8.7,87.6,91,51,Требует внимания,1
1.0,21.6,50.9,73,86,Успешный студент,2
8.6,26.4,85.8,95,75,Успешный студент,2
1.4,9.1,80.3,60,66,Требует внимания,1
4.5,14.1,50.3,56,80,Успешный студент,2
1.0,8.8,53.7,83,43,В зоне риска,0
2.4,10.0,100.0,93,77,Успешный студент,2
5.5,16.8,71.5,92,53,Требует внимания,1
8.0,20.4,50.3,53,69,Требует внимания,1
4.7,31.2,60.7,52,46,В зоне риска,0
4.1,22.2,61.4,53,62,Требует внимания,1
4.2,29.8,80.6,62,43,В зоне риска,0
7.5,30.3,79.0,94,76,Успешный студент,2
5.0,16.7,55.9,51,43,В зоне риска,0
9.6,28.3,77.1,95,69,Требует внимания,1
2.9,13.5,50.3,95,53,Требует внимания,1
6.4,15.1,72.6,87,53,Требует внимания,1
9.6,30.7,75.2,95,74,Требует внимания,1
3.9,32.4,85.7,63,49,В зоне риска,0
2.0,32.1,78.2,81,47,В зоне риска,0
2.8,16.2,92.7,64,57,Требует внимания,1
5.2,27.5,65.9,69,83,Успешный студент,2
3.3,12.5,78.4,66,89,Успешный студент,2
5.6,5.3,53.3,95,52,Требует внимания,1
8.6,18.6,68.2,87,68,Требует внимания,1
10.1,20.7,68.6,95,41,В зоне риска,0
8.7,21.2,70.3,84,64,Требует внимания,1
6.9,20.7,70.3,83,54,Требует внимания,1
2.7,10.2,72.4,57,63,Требует внимания,1
11.0,24.9,91.3,95,43,В зоне риска,0
3.6,10.7,80.6,95,27,В зоне риска,0
4.3,11.9,52.8,69,49,В зоне риска,0
5.2,13.8,100.0,86,47,В зоне риска,0
4.9,13.7,92.9,95,57,Требует внимания,1
7.4,14.8,68.2,58,86,Успешный студент,2
2.8,8.2,75.3,88,49,В зоне риска,0
4.9,23.1,54.0,47,33,В зоне риска,0
7.1,18.3,50.3,95,52,Требует внимания,1
7.2,18.2,69.0,95,57,Требует внимания,1
1.8,13.1,71.6,69,47,В зоне риска,0
6.7,7.0,67.3,72,81,Успешный студент,2
8.7,18.5,78.8,65,44,В зоне риска,0
3.7,30.5,84.0,73,67,Требует внимания,1
7.3,10.6,83.7,68,65,Требует внимания,1
1.0,11.9,72.7,95,59,Требует внимания,1
7.3,12.1,70.5,42,54,Требует внимания,1
4.6,23.4,62.2,65,49,В зоне риска,0
4.6,20.3,100.0,50,62,Требует внимания,1
7.3,15.9,64.6,43,59,Требует внимания,1
6.0,20.9,61.5,95,68,Требует внимания,1
1.0,28.8,50.3,57,55,Требует внимания,1
4.5,25.3,79.6,52,35,В зоне риска,0
12.0,15.0,90.3,63,88,Успешный студент,2
8.2,31.1,83.4,57,50,Требует внимания,1
7.1,9.2,54.7,45,30,В зоне риска,0
9.4,25.3,69.5,94,59,Требует внимания,1
3.7,20.4,50.3,95,42,В зоне риска,0
8.5,6.3,95.9,72,53,Требует внимания,1
3.0,27.0,74.3,95,52,Требует внимания,1
1.0,23.7,98.5,62,57,Требует внимания,1
1.4,2.1,86.9,49,58,Требует внимания,1
7.8,32.1,81.0,85,69,Требует внимания,1
8.1,20.4,66.6,94,65,Требует внимания,1
2.7,14.4,75.3,50,69,Требует внимания,1
1.6,28.2,78.5,59,51,Требует внимания,1
3.6,24.2,72.8,71,38,В зоне риска,0
9.2,21.7,87.3,51,55,Требует внимания,1
3.5,26.0,85.7,84,70,Требует внимания,1
5.9,12.5,81.8,66,24,В зоне риска,0
6.7,20.6,50.3,85,13,В зоне риска,0
7.4,27.3,89.5,93,58,Требует внимания,1
11.5,18.0,86.5,87,50,Требует внимания,1
4.9,19.6,50.3,67,70,Требует внимания,1
5.0,13.1,68.0,86,46,В зоне риска,0
4.1,21.8,66.6,95,61,Требует внимания,1
2.7,15.8,73.3,95,48,В зоне риска,0
2.3,28.8,69.3,84,73,Требует внимания,1
7.5,15.9,60.7,95,65,Требует внимания,1
1.4,18.7,87.0,95,62,Требует внимания,1
1.7,26.0,59.5,74,48,В зоне риска,0
1.0,23.7,60.8,95,55,Требует внимания,1
2.6,10.5,54.7,75,37,В зоне риска,0
2.9,4.5,76.0,61,89,Успешный студент,2
5.7,14.2,70.7,62,30,В зоне риска,0
2.1,16.3,88.2,95,51,Требует внимания,1
12.0,7.2,73.4,95,57,Требует внимания,1
10.8,19.3,50.3,82,60,Требует внимания,1
7.5,8.4,61.1,95,73,Требует внимания,1
10.2,8.5,74.6,95,67,Требует внимания,1
3.4,28.7,66.3,95,47,В зоне риска,0
8.0,21.1,54.1,75,61,Требует внимания,1
8.7,18.5,74.2,74,67,Требует внимания,1
8.7,17.2,96.1,95,39,В зоне риска,0
1.0,12.0,53.0,52,68,Требует внимания,1
7.7,28.0,83.1,88,49,В зоне риска,0
3.5,6.8,91.7,67,50,Требует внимания,1
2.6,13.6,65.6,56,31,В зоне риска,0
1.0,19.2,60.5,94,78,Успешный студент,2
5.1,14.6,50.3,79,50,Требует внимания,1
3.5,11.5,93.8,51,84,Успешный студент,2
10.8,9.9,78.0,65,90,Успешный студент,2
1.9,10.0,94.6,60,28,В зоне риска,0
6.2,7.6,84.4,68,65,Требует внимания,1
3.5,10.9,50.3,60,16,В зоне риска,0
1.9,24.0,83.3,70,12,В зоне риска,0
9.1,12.8,57.4,54,63,Требует внимания,1
8.5,19.9,56.9,90,12,В зоне риска,0
1.0,16.5,100.0,63,48,В зоне риска,0
3.0,28.4,57.0,75,66,Требует внимания,1
11.7,9.9,75.1,94,29,В зоне риска,0
1.4,22.0,86.6,63,56,Требует внимания,1
4.4,24.2,84.2,59,74,Требует внимания,1
2.7,17.4,68.0,52,66,Требует внимания,1
2.2,23.0,72.2,47,53,Требует внимания,1
9.3,14.3,54.0,69,54,Требует внимания,1
7.0,27.9,87.1,95,35,В зоне риска,0
8.8,25.4,86.3,57,49,В зоне риска,0
11.1,13.2,90.2,95,21,В зоне риска,0
4.6,12.1,95.5,57,57,Требует внимания,1
2.8,24.0,52.7,92,70,Требует внимания,1
7.8,16.0,63.8,82,69,Требует внимания,1
3.9,11.3,53.2,95,74,Требует внимания,1
4.8,26.2,62.5,61,45,В зоне риска,0
9.8,10.9,62.9,95,91,Успешный студент,2
1.0,25.5,85.3,68,51,Требует внимания,1
9.7,15.7,50.3,94,13,В зоне риска,0
8.8,29.2,59.3,40,80,Успешный студент,2
10.7,26.8,55.5,78,33,В зоне риска,0
7.3,6.3,50.3,87,44,В зоне риска,0
10.7,24.6,94.3,62,42,В зоне риска,0
8.3,21.3,74.7,95,24,В зоне риска,0
2.9,13.7,58.4,93,55,Требует внимания,1
7.0,7.3,96.5,45,43,В зоне риска,0
8.1,27.8,63.8,87,88,Успешный студент,2
7.5,6.4,72.3,90,60,Требует внимания,1
8.2,9.8,59.4,54,49,В зоне риска,0
1.0,9.0,86.5,43,47,В зоне риска,0
2.8,19.8,72.3,63,57,Требует внимания,1
3.5,26.2,95.0,91,58,Требует внимания,1
4.7,14.5,85.3,95,59,Требует внимания,1
2.5,18.8,74.0,50,52,Требует внимания,1
8.4,21.0,57.3,95,34,В зоне риска,0
2.6,9.2,61.2,69,54,Требует внимания,1
7.5,21.2,54.6,92,45,В зоне риска,0
1.6,12.1,74.4,95,48,В зоне риска,0
2.5,28.2,54.5,62,55,Требует внимания,1
4.1,12.5,57.9,72,64,Требует внимания,1
1.0,21.2,89.4,65,64,Требует внимания,1
1.9,17.2,60.5,62,61,Требует внимания,1
10.3,20.3,58.0,67,35,В зоне риска,0
9.0,12.6,65.5,95,50,Требует внимания,1
4.9,16.5,67.1,84,65,Требует внимания,1
9.6,26.0,71.1,91,62,Требует внимания,1
2.5,15.5,60.8,91,84,Успешный студент,2
3.7,26.6,93.2,69,72,Требует внимания,1
7.5,31.0,60.1,86,23,В зоне риска,0
1.5,14.1,53.0,84,83,Успешный студент,2
6.6,8.1,71.1,85,68,Требует внимания,1
8.0,32.9,74.6,56,76,Успешный студент,2
1.9,22.7,85.1,95,13,В зоне риска,0
1.9,22.1,50.9,95,47,В зоне риска,0
2.0,7.1,72.3,41,56,Требует внимания,1
9.9,19.6,70.1,95,25,В зоне риска,0
6.3,18.0,87.5,65,57,Требует внимания,1
10.7,30.5,76.7,69,59,Требует внимания,1
1.9,18.9,50.3,58,21,В зоне риска,0
6.9,28.6,59.3,48,71,Требует внимания,1
1.6,17.7,64.6,60,63,Требует внимания,1
5.9,20.0,61.1,84,29,В зоне риска,0
3.8,24.6,93.7,80,66,Требует внимания,1
4.3,15.3,57.6,65,35,В зоне риска,0
5.2,22.2,81.2,84,55,Требует внимания,1
5.9,36.0,89.0,91,76,Успешный студент,2
8.5,32.2,55.1,55,67,Требует внимания,1
6.0,7.9,60.4,59,40,В зоне риска,0
7.2,17.3,50.3,77,44,В зоне риска,0
9.0,10.8,90.4,58,65,Требует внимания,1
7.3,19.9,73.9,79,75,Успешный студент,2
2.5,32.0,71.7,95,54,Требует внимания,1
2.2,19.2,89.4,77,22,В зоне риска,0
11.9,12.5,68.7,93,65,Требует внимания,1
6.9,18.2,60.4,65,34,В зоне риска,0
3.2,5.7,96.2,95,73,Требует внимания,1
2.4,23.4,96.8,95,67,Требует внимания,1
8.1,17.6,78.5,64,51,Требует внимания,1
10.3,15.3,75.7,79,48,В зоне риска,0
3.2,23.8,59.6,77,49,В зоне риска,0
6.7,24.0,52.0,71,16,В зоне риска,0
6.2,28.6,67.1,71,80,Успешный студент,2
8.4,15.7,77.7,76,66,Требует внимания,1
5.0,16.5,59.9,73,60,Требует внимания,1
1.5,23.7,60.5,75,46,В зоне риска,0
2.4,24.5,72.6,69,61,Требует внимания,1
2.4,17.0,71.7,40,43,В зоне риска,0
4.3,20.3,98.3,81,48,В зоне риска,0
8.3,23.7,58.5,59,69,Требует внимания,1
8.8,22.9,66.8,95,35,В зоне риска,0
2.1,9.2,69.4,70,65,Требует внимания,1
3.0,18.9,77.0,91,56,Требует внимания,1
4.5,24.6,54.5,75,80,Успешный студент,2
7.0,21.9,54.1,95,68,Требует внимания,1
1.0,18.0,64.6,93,47,В зоне риска,0
7.8,5.2,58.9,95,32,В зоне риска,0
3.1,12.2,63.9,95,60,Требует внимания,1
1.9,22.7,50.3,81,35,В зоне риска,0
10.4,33.9,50.3,95,76,Успешный студент,2
3.1,17.4,87.5,53,61,Требует внимания,1
1.0,7.3,53.3,68,41,В зоне риска,0
4.2,14.4,50.3,95,38,В зоне риска,0
6.6,12.4,77.7,42,55,Требует внимания,1
3.7,16.5,50.3,81,54,Требует внимания,1
8.7,26.0,82.8,79,94,Успешный студент,2
4.6,17.8,62.9,89,73,Требует внимания,1
2.3,6.2,96.7,53,61,Требует внимания,1
7.6,28.4,68.0,83,44,В зоне риска,0
3.4,25.1,66.5,76,15,В зоне риска,0
1.0,22.2,72.8,57,41,В зоне риска,0
1.7,27.2,87.8,88,64,Требует внимания,1
11.2,12.0,65.7,57,54,Требует внимания,1
6.6,19.2,70.8,95,54,Требует внимания,1
1.5,14.8,53.0,50,35,В зоне риска,0
9.8,20.9,86.5,61,27,В зоне риска,0
1.3,16.9,68.3,65,35,В зоне риска,0
6.1,17.1,67.0,84,53,Требует внимания,1
8.4,28.6,55.3,95,43,В зоне риска,0
5.4,18.4,61.1,71,43,В зоне риска,0
3.4,27.4,50.3,95,69,Требует внимания,1
3.2,14.8,64.3,49,12,В зоне риска,0
5.6,10.8,88.7,95,55,Требует внимания,1
7.6,8.6,68.5,66,68,Требует внимания,1
